"","species","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","coordinateAccuracy","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","genericName","typifiedName","protocol","lastParsed","lastCrawled","life_history","ymd_lat_lon_sp","Winter","Spring","Summer","Fall","date_calc","days","days_adjusted"
"2644","Heliophila elongata",1144694747,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","G","Geneva Herbarium – General Collection (G)","","","PRESERVED_SPECIMEN",NA,NA,"","","G-G-171543/1","","Flanagan, H. G. (Coll. G)","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Afrique du Sud","","",NA,NA,NA,"","",-28.99861,25.0925,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila stylosa Burch. ex DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"stylosa","","SPECIES","",NA,"","","","","f577c9f3-ae71-4278-b6bf-512ba1dfaa21","CH","2016-02-24T14:18Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374441,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","BIOCASE","2016-02-23T14:23Z","2016-02-23T14:23Z","p","NA_NA_NA_-28.99861_25.0925_Heliophila elongata",0.308994926641985,0.424359953771718,0.492668483477307,0.33305909776498,NA,NA,NA
"2645","Heliophila elongata",616279412,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NH0122175-0","","Grice, M.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1997-09-28T00:00Z",NA,NA,NA,1997,9,28,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-30.375,30.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","A. M. Ngwenya","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","0a4f3e3b-1910-445a-afa7-9b93abe69ee1","ZA","2014-06-05T13:00Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1997_9_28_-30.375_30.625_Heliophila elongata",0.185554641436994,0.146428081722199,0.206512237762238,0.153160564925271,2018-09-28,271,136
"2646","Heliophila elongata",461955022,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0130337-0","","Walters I.B.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1962-09-09T00:00Z",NA,NA,NA,1962,9,9,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,19.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1962_9_9_-33.625_19.375_Heliophila elongata",0.314321095571096,0.360002742355684,0.50458059097765,0.444261620732209,2018-09-09,252,117
"2647","Heliophila elongata",461955014,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0032753-0","","Barker W.F.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1952-04-12T00:00Z",NA,NA,NA,1952,4,12,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,26.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1952_4_12_-33.375_26.625_Heliophila elongata",0.169807520910462,0.381571369806664,0.24075311942959,0.15034965034965,2018-04-12,102,332
"2651","Heliophila elongata",461955005,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0815184-0","","Vlok J.H.J.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1986-02-18T00:00Z",NA,NA,NA,1986,2,18,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,22.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Bolus Herb.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1986_2_18_-33.875_22.375_Heliophila elongata",0.187427156177156,0.206979295214589,0.12475147401618,0.251542575071987,2018-02-18,49,279
"2652","Heliophila elongata",461954943,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0409996-0","","Fourcade H.G.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1921-04-30T00:00Z",NA,NA,NA,1921,4,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,23.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1921_4_30_-33.875_23.125_Heliophila elongata",0.167052310434663,0.167121114179938,0.216830351021528,0.236116824352118,2018-04-30,120,350
"2653","Heliophila elongata",616279404,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NH0086882-0","","Van Wyk, G.F.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1984-08-25T00:00Z",NA,NA,NA,1984,8,25,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-28.125,32.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","0a4f3e3b-1910-445a-afa7-9b93abe69ee1","ZA","2014-06-05T13:00Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1984_8_25_-28.125_32.375_Heliophila elongata",0.303441656382833,0.390403713933126,0.306728198272316,0.157891128479364,2018-08-25,237,102
"2656","Heliophila elongata",461954995,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0635040-0","","Immelman K.L.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1982-02-25T00:00Z",NA,NA,NA,1982,2,25,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-30.375,30.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1982_2_25_-30.375_30.125_Heliophila elongata",0.190593720005485,0.191406632583103,0.238722062251474,0.138557520910462,2018-02-25,56,286
"2659","Heliophila elongata",616279407,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NH0103135-0","","Ngwenya, A.M.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1987-11-27T00:00Z",NA,NA,NA,1987,11,27,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-29.625,30.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","A.M. Ngwenya","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","0a4f3e3b-1910-445a-afa7-9b93abe69ee1","ZA","2014-06-05T13:00Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1987_11_27_-29.625_30.875_Heliophila elongata",0.233580145344851,0.275124875124875,0.168003565062389,0.152749211572741,2018-11-27,331,196
"2660","Heliophila elongata",461954956,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0410009-0","","Breijer H.G.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1921-02-28T00:00Z",NA,NA,NA,1921,2,28,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-34.125,23.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1921_2_28_-34.125_23.125_Heliophila elongata",0.237325174825175,0.227752639517345,0.0715969079939668,0.157479775126834,2018-02-28,59,289
"2662","Heliophila elongata",461954970,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0410027-0","","Leipoldt C.L.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1904-11-30T00:00Z",NA,NA,NA,1904,11,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,21.125,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1904_11_30_-33.875_21.125_Heliophila elongata",0.337995337995338,0.350541615247498,0.246177841766077,0.250171397230221,2018-11-30,334,199
"2664","Heliophila elongata",461954934,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0409961-0","","Zeyher C.L.P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1829-11-30T00:00Z",NA,NA,NA,1829,11,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Winter,P.J.D.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1829_11_30_-33.625_18.875_Heliophila elongata",0.441215034965035,0.471548059783354,0.214645036336213,0.173728232551762,2018-11-30,334,199
"2667","Heliophila elongata",461954953,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0410006-0","","Acocks J.P.H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1945-11-05T00:00Z",NA,NA,NA,1945,11,5,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,26.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Winter P.J.D.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1945_11_5_-33.375_26.375_Heliophila elongata",0.221248114630468,0.300761983114924,0.158538153023447,0.15034965034965,2018-11-05,309,174
"2671","Heliophila elongata",616279369,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NH0052447-0","","Strey, R.G.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1964-11-22T00:00Z",NA,NA,NA,1964,11,22,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-28.375,32.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila elongata (Thunb.) DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"elongata","","SPECIES","",NA,"","","","","0a4f3e3b-1910-445a-afa7-9b93abe69ee1","ZA","2014-06-05T13:00Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374440,6,49,220,7225535,3112,3043831,NA,5374440,"Heliophila","","TAPIR","","2013-09-07T09:15Z","p","1964_11_22_-28.375_32.375_Heliophila elongata",0.436308789249966,0.266486454721749,0.128565062388592,0.177156177156177,2018-11-22,326,191
