"","species","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","coordinateAccuracy","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","genericName","typifiedName","protocol","lastParsed","lastCrawled","life_history","ymd_lat_lon_sp","Winter","Spring","Summer","Fall","date_calc","days","days_adjusted"
"1648","Heliophila coronopifolia",461954626,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0189633-0","","Stobie M.S.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2000-12-03T00:00Z",NA,NA,NA,2000,12,3,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,19.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Cupido,C.N.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","2000_12_3_-32.875_19.625_Heliophila coronopifolia",0.3632764294529,0.356478815302345,0.341213320992733,0.283148224324695,2018-12-03,337,202
"1650","Heliophila coronopifolia",461954616,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0490266-0","","Van Jaarsveld E.J.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1976-08-21T00:00Z",NA,NA,NA,1976,8,21,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-31.125,19.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1976_8_21_-31.125_19.375_Heliophila coronopifolia",0.248663101604278,0.316458051752169,0.407788290141231,0.32215823392294,2018-08-21,233,98
"1652","Heliophila coronopifolia",1144617538,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","G","Geneva Herbarium – De Candolle's Prodromus (G-DC)","","","PRESERVED_SPECIMEN",NA,NA,"","","G-DC-184719/1","","Anon. (Coll. HERBIER DE CANDOLLE)","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Afrique du Sud","","",NA,NA,NA,"","",-28.99861,25.0925,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","CAT.HERB.PRODR. (2009)","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","63e9e22d-a649-4087-b39e-acb1651af077","CH","2015-10-20T13:54Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","BIOCASE","2015-10-20T13:54Z","2016-01-26T00:29Z","a","NA_NA_NA_-28.99861_25.0925_Heliophila coronopifolia",0.308994926641985,0.424359953771718,0.492668483477307,0.33305909776498,NA,NA,NA
"1659","Heliophila coronopifolia",461954598,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405095-0","","Zeyher C.L.P.; Ecklon C.F.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.375,19.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","NA_NA_NA_-32.375_19.375_Heliophila coronopifolia",0.427721788015906,0.485647685647686,0.375831276566571,0.279171808583573,NA,NA,NA
"1661","Heliophila coronopifolia",461954639,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0001102-0","","Compton R.H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1941-09-19T00:00Z",NA,NA,NA,1941,9,19,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1941_9_19_-33.875_18.375_Heliophila coronopifolia",0.57133032995102,0.545282303902994,0.506594054339412,0.485455349248453,2018-09-19,262,127
"1663","Heliophila coronopifolia",461954636,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0214590-0","","Marais W.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1964-09-21T00:00Z",NA,NA,NA,1964,9,21,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-31.875,18.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1964_9_21_-31.875_18.625_Heliophila coronopifolia",0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,2018-09-21,264,129
"1665","Heliophila coronopifolia",453256607,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0217709-0","","Van Aarde C.T.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1956-08-31T00:00Z",NA,NA,NA,1956,8,31,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila longifolia DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"longifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374359,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1956_8_31_-32.875_18.875_Heliophila coronopifolia",0.267701048951049,0.291580968051556,0.487933634992459,0.381461675579323,2018-08-31,243,108
"1675","Heliophila coronopifolia",461954619,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0646614-0","","Bohnen P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1979-11-03T00:00Z",NA,NA,NA,1979,11,3,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-34.375,21.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Fellingham","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1979_11_3_-34.375_21.375_Heliophila coronopifolia",0.295964452214452,0.330316742081448,0.18708864664747,0.295968737145208,2018-11-03,307,172
"1680","Heliophila coronopifolia",461954628,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0192760-0","","Manning J.C.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2002-08-21T00:00Z",NA,NA,NA,2002,8,21,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-31.625,18.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","2002_8_21_-31.625_18.625_Heliophila coronopifolia",0.418024989716166,0.485724079841727,0.575234814205402,0.487796517208282,2018-08-21,233,98
"1694","Heliophila coronopifolia",461954603,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405100-0","","Ecklon C.F.; Zeyher C.L.P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1830-09-30T00:00Z",NA,NA,NA,1830,9,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1830_9_30_-33.875_18.375_Heliophila coronopifolia",0.57133032995102,0.545282303902994,0.506594054339412,0.485455349248453,2018-09-30,273,138
"1699","Heliophila coronopifolia",461954631,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0198487-0","","Botha P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2003-12-05T00:00Z",NA,NA,NA,2003,12,5,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Cupido,C.N.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","2003_12_5_-32.875_18.375_Heliophila coronopifolia",0.392045454545455,0.505621829151241,0.57055138488962,0.335870012340601,2018-12-05,339,204
"1702","Heliophila coronopifolia",461954606,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405103-0","","Zeyher C.L.P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1830-09-30T00:00Z",NA,NA,NA,1830,9,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-34.125,18.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1830_9_30_-34.125_18.625_Heliophila coronopifolia",0.453088578088578,0.276429452900041,0.453444227341286,0.474358974358974,2018-09-30,273,138
"1718","Heliophila coronopifolia",461954611,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0407968-0","","Salter T.M.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1943-09-08T00:00Z",NA,NA,NA,1943,9,8,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-34.125,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1943_9_8_-34.125_18.375_Heliophila coronopifolia",0.259062776304156,0.3823417961349,0.25553498961987,0.249393709738537,2018-09-08,251,116
"1719","Heliophila coronopifolia",461954594,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405090-0","","Marais W.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1954-08-05T00:00Z",NA,NA,NA,1954,8,5,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,26.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1954_8_5_-33.375_26.625_Heliophila coronopifolia",0.169807520910462,0.381571369806664,0.24075311942959,0.15034965034965,2018-08-05,217,82
