CLASS,TAXNAME,GRIDREF,LatDec,LongDec,
A,Heliophila trifurca,2919BA,29.125,19.625,
A,Heliophila trifurca,2919BB,29.125,19.875,
A,Heliophila trifurca,2919BC,29.375,19.625,
A,Heliophila trifurca,2919DB,29.625,19.875,
A,Heliophila trifurca,2920DD,29.875,20.875,
A,Heliophila trifurca,2921AA,29.125,21.125,
A,Heliophila trifurca,2921AD,29.375,21.375,
A,Heliophila trifurca,2921BD,29.375,21.875,
A,Heliophila trifurca,2921DA,29.625,21.625,
A,Heliophila trifurca,2922DA,29.625,22.625,
A,Heliophila trifurca,2924BA,29.125,24.625,
A,Heliophila trifurca,3018BA,30.125,18.625,
A,Heliophila trifurca,3019BA,30.125,19.625,
A,Heliophila trifurca,3020AD,30.375,20.375,
A,Heliophila trifurca,3020DC,30.875,20.625,
A,Heliophila trifurca,3021AC,30.375,21.125,
A,Heliophila trifurca,3021BB,30.125,21.875,
A,Heliophila trifurca,3021BC,30.375,21.625,
A,Heliophila trifurca,3021BD,30.375,21.875,
A,Heliophila trifurca,3022BC,30.375,22.625,
A,Heliophila trifurca,3023CC,30.875,23.125,
A,Heliophila trifurca,3025AA,30.125,25.125,
A,Heliophila trifurca,3118BC,31.375,18.625,
A,Heliophila trifurca,3119BB,31.125,19.875,
A,Heliophila trifurca,3119DB,31.625,19.875,
A,Heliophila trifurca,3119DD,31.875,19.875,
A,Heliophila trifurca,3120AB,31.125,20.375,
A,Heliophila trifurca,3120AD,31.375,20.375,
A,Heliophila trifurca,3120BD,31.375,20.875,
A,Heliophila trifurca,3120CB,31.625,20.375,
A,Heliophila trifurca,3121AA,31.125,21.125,
A,Heliophila trifurca,3121AC,31.375,21.125,
A,Heliophila trifurca,3121BC,31.375,21.625,
A,Heliophila trifurca,3121DB,31.625,21.875,
A,Heliophila trifurca,3122AD,31.375,22.375,
A,Heliophila trifurca,3122CA,31.625,22.125,
A,Heliophila trifurca,3122DB,31.625,22.875,
A,Heliophila trifurca,3122DD,31.875,22.875,
A,Heliophila trifurca,3123AC,31.375,23.125,
A,Heliophila trifurca,3124AD,31.375,24.375,
A,Heliophila trifurca,3219AA,32.125,19.125,
A,Heliophila trifurca,3219BB,32.125,19.875,
A,Heliophila trifurca,3220BB,32.125,20.875,
A,Heliophila trifurca,3220DC,32.875,20.625,
A,Heliophila trifurca,3221BA,32.125,21.625,
A,Heliophila trifurca,3221BB,32.125,21.875,
A,Heliophila trifurca,3221DB,32.625,21.875,
A,Heliophila trifurca,3221DC,32.875,21.625,
A,Heliophila trifurca,3222AD,32.375,22.375,
A,Heliophila trifurca,3222CC,32.875,22.125,
A,Heliophila trifurca,3223BB,32.125,23.875,
A,Heliophila trifurca,3320BA,33.125,20.625,
A,Heliophila trifurca,3320CB,33.625,20.375,
A,Heliophila trifurca,3321AB,33.125,21.375,
A,Heliophila trifurca,3321BA,33.125,21.625,
P,Heliophila tulbaghensis,3319DD,33.875,19.875,
A,Heliophila variabilis,2816BB,28.125,16.875,
A,Heliophila variabilis,2816BD,28.375,16.875,
A,Heliophila variabilis,2816DB,28.625,16.875,
A,Heliophila variabilis,2816DD,28.875,16.875,
A,Heliophila variabilis,2817AA,28.125,17.125,
A,Heliophila variabilis,2817AC,28.375,17.125,
A,Heliophila variabilis,2817CA,28.625,17.125,
A,Heliophila variabilis,2817CB,28.625,17.375,
A,Heliophila variabilis,2817CC,28.875,17.125,
A,Heliophila variabilis,2817CD,28.875,17.375,
A,Heliophila variabilis,2817DC,28.875,17.625,
A,Heliophila variabilis,2818CD,28.875,18.375,
A,Heliophila variabilis,2917AA,29.125,17.125,
A,Heliophila variabilis,2917AB,29.125,17.375,
A,Heliophila variabilis,2917AC,29.375,17.125,
A,Heliophila variabilis,2917BA,29.125,17.625,
A,Heliophila variabilis,2917BB,29.125,17.875,
A,Heliophila variabilis,2917BC,29.375,17.625,
A,Heliophila variabilis,2917BD,29.375,17.875,
A,Heliophila variabilis,2917DA,29.625,17.625,
A,Heliophila variabilis,2917DB,29.625,17.875,
A,Heliophila variabilis,2917DC,29.875,17.625,
A,Heliophila variabilis,2917DD,29.875,17.875,
A,Heliophila variabilis,3017AB,30.125,17.375,
A,Heliophila variabilis,3017AD,30.375,17.375,
A,Heliophila variabilis,3017BA,30.125,17.625,
A,Heliophila variabilis,3017BB,30.125,17.875,
A,Heliophila variabilis,3017BD,30.375,17.875,
A,Heliophila variabilis,3017DA,30.625,17.625,
A,Heliophila variabilis,3017DB,30.625,17.875,
A,Heliophila variabilis,3018AC,30.375,18.125,
A,Heliophila variabilis,3018BA,30.125,18.625,
A,Heliophila variabilis,3018BC,30.375,18.625,
A,Heliophila variabilis,3018DA,30.625,18.625,
A,Heliophila variabilis,3018DD,30.875,18.875,
A,Heliophila variabilis,3019CD,30.875,19.375,
A,Heliophila variabilis,3020DB,30.625,20.875,
A,Heliophila variabilis,3118AB,31.125,18.375,
A,Heliophila variabilis,3118AD,31.375,18.375,
A,Heliophila variabilis,3118BA,31.125,18.625,
A,Heliophila variabilis,3118BB,31.125,18.875,
A,Heliophila variabilis,3118BC,31.375,18.625,
A,Heliophila variabilis,3118DA,31.625,18.625,
A,Heliophila variabilis,3118DB,31.625,18.875,
A,Heliophila variabilis,3118DC,31.875,18.625,
A,Heliophila variabilis,3119AB,31.125,19.375,
A,Heliophila variabilis,3119AC,31.375,19.125,
A,Heliophila variabilis,3119AD,31.375,19.375,
A,Heliophila variabilis,3119BB,31.125,19.875,
A,Heliophila variabilis,3119DB,31.625,19.875,
A,Heliophila variabilis,3119DC,31.875,19.625,
A,Heliophila variabilis,3125AC,31.375,25.125,
A,Heliophila variabilis,3218BB,32.125,18.875,
A,Heliophila variabilis,3218BD,32.375,18.875,
A,Heliophila variabilis,3218DB,32.625,18.875,
A,Heliophila variabilis,3218DC,32.875,18.625,
A,Heliophila variabilis,3219DC,32.875,19.625,
A,Heliophila variabilis,3220AC,32.375,20.125,
A,Heliophila variabilis,3220DD,32.875,20.875,
A,Heliophila variabilis,3319AD,33.375,19.375,
A,Heliophila variabilis,3319CB,33.625,19.375,
A,Heliophila variabilis,3320BC,33.375,20.625,
A,Heliophila variabilis,3324AA,33.125,24.125,
,,,,,
,,,,,
,,,,,
